,Name,2G,3G,4G,5G,Announced,Released,Dimension,Weight,Build,Sim,Body(Other),Display Type,Display Size,Resolution,Display Protection,Display(Other),OS,Chipset,CPU,GPU,Memory(External),Memory(Internal),Main Camera,Main Camera(Features),Main Camera(Video),Front Camera,Front Camera(Features),Front Camera(Video),Headphone Jack,WiFi,Bluetooth,GPS,NFC,Radio,USB,Sensors,Battery Type,Charging,Battery Talktime,Colors,Models,SAR,SAR EU,Price,Benchmark Results,Battery Test,Rating
72,Oppo A77,True,True,True,True,"2022, June 01","Available. Released 2022, June 10",163.8 x 75.1 x 8 mm (6.45 x 2.96 x 0.31 in),190 g (6.70 oz),"Glass front, plastic frame, plastic back","Dual SIM (Nano-SIM, dual stand-by)",IPX4 water resistant,"IPS LCD, 90Hz, 480 nits (typ), 600 nits (HBM)","6.56 inches, 103.4 cm2 (~84.0% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~269 ppi density)",,,"Android 12, upgradable to Android 14, ColorOS 14",Mediatek Dimensity 810 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC,"64GB 4GB RAM, 128GB 6GB RAM","48 MP, f/1.7, 26mm (wide), PDAF
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, 26mm (wide)",Panorama,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.3, A2DP, LE, aptX HD","GPS, GLONASS, BDS, GALILEO, QZSS",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, proximity, compass","Li-Po 5000 mAh, non-removable","33W wired, 53% in 30 min (advertised)",,"Ocean Blue, Midnight Black",CPH2339,,,$ 333.51 / £ 147.00 / € 122.01,,,
73,Oppo A57 4G,True,True,True,False,"2022, May 27","Available. Released 2022, June 06",163.7 x 75 x 8 mm (6.44 x 2.95 x 0.31 in),187 g (6.60 oz),"Glass front, plastic frame, plastic back","Dual SIM (Nano-SIM, dual stand-by)","IP5X (dust), IPX4 (water) resistance",IPS LCD,"6.56 inches, 103.4 cm2 (~84.2% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~269 ppi density)",,,"Android 12, upgradable to Android 14, ColorOS 14",Mediatek MT6765G Helio G35 (12 nm),Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),PowerVR GE8320,microSDXC,"64GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM","13 MP, f/2.2, 26mm (wide), 1/3.06"", 1.12µm, AF
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",HDR,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.3, A2DP, LE, aptX HD",GPS,No,Unspecified,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, proximity","Li-Po 5000 mAh, non-removable","33W wired, 50% in 30 min (advertised)",,"Glowing Black, Glowing Green",CPH2387,,,"$ 199.99 / £ 111.00 / € 119.00 / ₹ 9,899",,,
74,Oppo Reno8 Pro+,True,True,True,True,"2022, May 23","Available. Released 2022, June 01",161.2 x 74.2 x 7.3 mm (6.35 x 2.92 x 0.29 in),183 g (6.46 oz),"Glass front (Gorilla Glass 5), aluminum frame","Dual SIM (Nano-SIM, dual stand-by)",,"AMOLED, 1B colors, 120Hz, HDR10+, 500 nits (typ), 800 nits (HBM), 950 nits (peak)","6.7 inches, 108.0 cm2 (~90.3% screen-to-body ratio)","1080 x 2412 pixels, 20:9 ratio (~394 ppi density)",Corning Gorilla Glass 5,,"Android 12, upgradable to Android 14, ColorOS 14",Mediatek Dimensity 8100 Max (5 nm),Octa-core (4x2.85 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G610 MC6,No,"256GB 8GB RAM, 256GB 12GB RAM","50 MP, f/1.8, 24mm (wide), 1/1.56"", 1.0µm, PDAF
8 MP, f/2.2, 112˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps, gyro-EIS","32 MP, f/2.4, 22mm (wide), 1/2.74"", 0.8µm, AF","Panorama, HDR","1080p@30fps, gyro-EIS",No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.3, A2DP, LE, aptX HD","GPS (L1+L5), GLONASS (L1), BDS (B1I+B2a), GALILEO (E1+E5a), QZSS (L1+L5)",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum","Li-Po 4500 mAh, non-removable","80W wired, 1-45% in 10 min, 1-100% in 31 min (advertised)
Reverse wired",,"Black, Silver, Mint",PFZM10,,,About 520 EUR,,,
75,Oppo Reno8 Pro (China),True,True,True,True,"2022, May 23","Available. Released 2022, June 11",161 x 74.2 x 7.6 mm (6.34 x 2.92 x 0.30 in),188 g (6.63 oz),"Glass front (Gorilla Glass 5), aluminum frame","Dual SIM (Nano-SIM, dual stand-by)",,"AMOLED, 120Hz, HDR10+, 500 nits (typ), 800 nits (HBM), 1300 nits (peak)","6.62 inches, 106.3 cm2 (~89.0% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~397 ppi density)",Corning Gorilla Glass 5,,"Android 12, upgradable to Android 14, ColorOS 14",Qualcomm SM7450-AB Snapdragon 7 Gen 1 (4 nm),Octa-core (1x2.4 GHz Cortex-A710 & 3x2.36 GHz Cortex-A710 & 4x1.8 GHz Cortex-A510),Adreno 644,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","50 MP, f/1.8, 24mm (wide), 1/1.56"", 1.0µm, PDAF
8 MP, f/2.2, 120˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)","Dual-LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps, gyro-EIS","32 MP, f/2.4, 24mm (wide), 1/2.74"", 0.8µm","Panorama, HDR","1080p@30fps, gyro-EIS",No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.2, A2DP, LE, aptX HD","GPS, GLONASS, GALILEO, BDS, QZSS",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 4500 mAh, non-removable","80W wired, 1-45% in 10 min, 1-100% in 31 min (advertised)
Reverse wired",,"Black, Blue, Gold",PGAM10,,,About 420 EUR,,,
76,Oppo Reno8 (China),True,True,True,True,"2022, May 23","Available. Released 2022, June 01",160.6 x 73.4 x 7.7 mm (6.32 x 2.89 x 0.30 in),179 g (6.31 oz),"Glass front (Gorilla Glass 5), plastic frame","Dual SIM (Nano-SIM, dual stand-by)",,"AMOLED, 90Hz, 430 nits (typ), 600 nits (HBM), 800 nits (peak)","6.43 inches, 99.8 cm2 (~84.7% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~409 ppi density)",Corning Gorilla Glass 5,,"Android 12, upgradable to Android 14, ColorOS 14",Mediatek Dimensity 1300 (6 nm),Octa-core (1x3.0 GHz Cortex-A78 & 3x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G77 MC9,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","50 MP, f/1.8, 24mm (wide), 1/1.55"", PDAF
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)","Dual-LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps, gyro-EIS","32 MP, f/2.4, 24mm (wide), 1/2.74"", 0.8µm","Panorama, HDR","1080p@30fps, gyro-EIS",No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.3, A2DP, LE, aptX HD","GPS, GLONASS, BDS, GALILEO, QZSS",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 4500 mAh, non-removable","80W wired, 1-45% in 10 min, 1-100% in 28 min (advertised)
Reverse wired",,"Black, Blue, Gold, Violet",PGBM10,,,About 350 EUR,,,
77,Oppo Pad Air,True,True,True,False,"2022, May 23","Available. Released 2022, June 01",245.1 x 154.8 x 6.9 mm (9.65 x 6.09 x 0.27 in),440 g (15.52 oz),,No,Stylus support,"IPS LCD, 1B colors, 360 nits (typ)","10.36 inches, 305.5 cm2 (~80.5% screen-to-body ratio)","1200 x 2000 pixels, 5:3 ratio (~225 ppi density)",,,"Android 12, ColorOS 12",Qualcomm SM6225 Snapdragon 680 4G (6 nm),Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver),Adreno 610,microSDXC,"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM","8 MP, f/2.0, AF",Panorama,1080p@30fps,"5 MP, f/2.2",,1080p@30fps,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE, aptX HD",No,No,No,"USB Type-C 2.0, OTG","Accelerometer, gyro, compass","Li-Po 7100 mAh, non-removable","18W wired, PD
5W reverse wired",,"Gray, Silver","OPD2102, X21N2",,,About 300 EUR,"
AnTuTu: 249272 (v9)
GeekBench: 1661 (v5.1)
GFXBench: 7.2fps (ES 3.1 onscreen)",,2.8
78,Oppo K10 Pro,True,True,True,True,"2022, April 24","Available. Released 2022, April 30",162.7 x 75.7 x 8.6 mm (6.41 x 2.98 x 0.34 in),199 g (7.02 oz),,"Dual SIM (Nano-SIM, dual stand-by)",,"AMOLED, 120Hz, 500 nits (typ), 800 nits (HBM), 1300 nits (peak)","6.62 inches, 106.3 cm2 (~86.3% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~397 ppi density)",Corning Gorilla Glass 5,,"Android 12, ColorOS 12.1",Qualcomm SM8350 Snapdragon 888 5G (5 nm),Octa-core (1x2.84 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55,Adreno 660,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","50 MP, f/1.8, 24mm (wide), 1/1.56"", 1.0µm, multi-directional PDAF, OIS
8 MP, f/2.2, 120˚ (ultrawide)
2 MP, f/2.4, (macro)","Dual-LED dual-tone flash, HDR, panorama","4K@30/60fps, 1080p@30/60/240fps","16 MP, f/2.4, 26mm (wide), 1/3"", 1.0µm","HDR, panorama",1080p@30fps,No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.2, A2DP, LE, aptX","GPS (L1+L5), GLONASS (G1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5)",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum","Li-Po 5000 mAh, non-removable","80W wired, 100% in 31 min (advertised)",,"Black, Blue",PGIM10,,,About 360 EUR,,,
79,Oppo K10 5G (China),True,True,True,True,"2022, April 24","Available. Released 2022, April 30",164.3 x 75.8 x 8.7 mm (6.47 x 2.98 x 0.34 in),205 g (7.23 oz),,"Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD, 120Hz, 480 nits (typ), 600 (HBM)","6.59 inches, 104.5 cm2 (~83.9% screen-to-body ratio)","1080 x 2412 pixels, 20:9 ratio (~401 ppi density)",Panda Glass,,"Android 12, ColorOS 12.1",Mediatek Dimensity 8000 Max (5 nm),Octa-core (4x2.75 GHz & 4xX.X GHz),,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","64 MP, f/1.7, 26mm (wide), PDAF
8 MP, f/2.2, 112˚ (ultrawide)
2 MP, f/2.4, (macro)","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps, gyro-EIS","16 MP, f/2.1, 26mm (wide)",,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.3, A2DP, LE, aptX HD","GPS, GLONASS, BDS, GALILEO, QZSS",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 5000 mAh, non-removable","67W wired, 2-80% in 29 min (advertised)
Reverse wired",,"Black, Blue",PGJM10,,,About 290 EUR,,,
80,Oppo A55s,True,True,True,True,"2022, April 18","Available. Released 2022, April 18",163.9 x 75.7 x 8.4 mm (6.45 x 2.98 x 0.33 in),186 g (6.56 oz),,"Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD, 480 nits (peak)","6.5 inches, 102.0 cm2 (~82.2% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",,,"Android 11, ColorOS 11.1",Mediatek Dimensity 700 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC,"128GB 6GB RAM, 128GB 8GB RAM","13 MP, f/2.2, 25mm (wide), 1/3.06"", 1.12µm, PDAF
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",HDR,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE, aptX HD","GPS, GLONASS, GALILEO, BDS, QZSS",No,No,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 5000 mAh, non-removable",10W wired,,"Black, Blue, Gold",CPH2309,,,About 160 EUR,,,
81,Oppo A57,True,True,True,True,"2022, April 14","Available. Released 2022, April 15",163.8 x 75.1 x 8 mm (6.45 x 2.96 x 0.31 in),186 g (6.56 oz),"Glass front, plastic frame, plastic back","Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD, 90Hz, 480 nits (typ), 600 nits (HBM)","6.56 inches, 103.4 cm2 (~84.0% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~269 ppi density)",,,"Android 12, ColorOS 12.1",Mediatek Dimensity 810 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM","13 MP, f/2.2, 26mm (wide), 1/3.06"", 1.12µm, AF
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, 26mm (wide)",,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.2, A2DP, LE, aptX HD","GPS, GLONASS, GALILEO, BDS, QZSS",No,No,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 5000 mAh, non-removable",10W wired,,"Black, Blue, Lilac",PFTM20,,,About 200 EUR,,,
82,Oppo Reno7 Lite,True,True,True,True,"2022, April 14","Available. Released 2022, June",159.9 x 73.2 x 7.5 mm (6.30 x 2.88 x 0.30 in),173 g (6.10 oz),"Glass front, plastic frame, glass back","Dual SIM (Nano-SIM, dual stand-by)","IPX4, dust and water resistant
RGB ring lights around the cameras (notifications, charging progress)","AMOLED, 430 nits (typ), 600 nits (HBM)","6.43 inches, 99.8 cm2 (~85.3% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~409 ppi density)",,,"Android 11, ColorOS 12",Qualcomm SM6375 Snapdragon 695 5G (6 nm),Octa-core (2x2.2 GHz Kryo 660 Gold & 6x1.7 GHz Kryo 660 Silver),Adreno 619,microSDXC,"128GB 8GB RAM, 256GB 8GB RAM","64 MP, f/1.7, 26mm (wide), PDAF
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"16 MP, f/2.4, 27mm (wide), 1.0µm","HDR, panorama",1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE, aptX HD","GPS, GLONASS, BDS, GALILEO, QZSS",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, proximity, gyro, compass","Li-Po 4500 mAh, non-removable","33W wired, PD, 31% in 15 min, 100% in 63 min (advertised)
Reverse wired",,"Cosmic Black, Champagne Silver",CPH2343,,,About 350 EUR,"
AnTuTu: 315250 (v8), 376819 (v9)
GeekBench: 1996 (v5.1)
GFXBench: 17fps (ES 3.1 onscreen)",Endurance rating 125h,3.6
83,Oppo F21 Pro 5G,True,True,True,True,"2022, April 12","Available. Released 2022, April 21",159.9 x 73.2 x 7.5 mm (6.30 x 2.88 x 0.30 in),173 g (6.10 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPX4, dust and water resistant
RGB ring lights around the cameras (notifications, charging progress)","AMOLED, 430 nits (typ), 600 nits (HBM)","6.43 inches, 99.8 cm2 (~85.3% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~409 ppi density)",Schott Xensation glass,,"Android 12, upgradable to Android 14, ColorOS 14",Qualcomm SM6375 Snapdragon 695 5G (6 nm),Octa-core (2x2.2 GHz Kryo 660 Gold & 6x1.7 GHz Kryo 660 Silver),Adreno 619,microSDXC,128GB 8GB RAM,"64 MP, f/1.7, 26mm (wide), PDAF
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"16 MP, f/2.4, 27mm (wide), 1.0µm","HDR, panorama",1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE, aptX HD","GPS, GLONASS, BDS, GALILEO, QZSS",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, proximity, gyro, compass","Li-Po 4500 mAh, non-removable","33W wired, PD, 31% in 15 min, 100% in 63 min (advertised)
Reverse wired",,"Rainbow Spectrum, Cosmic Black, Dawnlight Gold, Starlight Black","CPH2341, CPH2455",,,About 330 EUR,,,3.6
84,Oppo F21 Pro,True,True,True,False,"2022, April 12","Available. Released 2022, April 15",159.9 x 73.2 x 7.5 mm (6.30 x 2.88 x 0.30 in),175 g (6.17 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPX4 water resistant
RGB ring light around the camera (notifications, charging progress)","AMOLED, 90Hz, 430 nits (typ), 600 nits (HBM), 800 nits (peak)","6.43 inches, 99.8 cm2 (~85.3% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~409 ppi density)",Corning Gorilla Glass 5,,"Android 12, upgradable to Android 14, ColorOS 14",Qualcomm SM6225 Snapdragon 680 4G (6 nm),Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver),Adreno 610,microSDXC,128GB 8GB RAM,"64 MP, f/1.7, 26mm (wide), 1/2.0"", 0.7µm, PDAF
2 MP, f/3.3, (microscope)
2 MP, f/2.4, (depth)","LED flash, HDR, panorama","1080p@30fps, gyro-EIS","32 MP, f/2.4, 24mm (wide), 1/2.74"", 0.8µm","Panorama, HDR","1080p@30fps, gyro-EIS",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE, aptX HD","GPS, GLONASS, BDS, GALILEO, QZSS",No,No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 4500 mAh, non-removable","33W wired, 100% in 60 min (advertised)
Reverse wired",,"Cosmic Black, Sunset Orange, Dawnlight Gold, Starlight Black","CPH2363, CPH2461",,,About 280 EUR,"
AnTuTu: 289250 (v9)
GeekBench: 1653 (v5.1)
GFXBench: 7.2fps (ES 3.1 onscreen)",Endurance rating 127h,3.5
85,Oppo Reno7,True,True,True,False,"2022, March 29","Available. Released 2022, April 02",159.9 x 73.2 x 7.5 mm (6.30 x 2.88 x 0.30 in),175 g (6.17 oz),"Glass front (Gorilla Glass 5), plastic back or eco leather back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","IPX4 water resistant
RGB ring light around the camera (notifications, charging progress)","AMOLED, 90Hz, 430 nits (typ), 600 nits (HBM), 800 nits (peak)","6.43 inches, 99.8 cm2 (~85.3% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~409 ppi density)",Corning Gorilla Glass 5,,"Android 12, upgradable to Android 14, ColorOS 14",Qualcomm SM6225 Snapdragon 680 4G (6 nm),Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver),Adreno 610,microSDXC,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM","64 MP, f/1.7, 26mm (wide), 1/2.0"", 0.7µm, PDAF
2 MP, f/3.3, (microscope)
2 MP, f/2.4, (depth)","LED flash, HDR, panorama","1080p@30fps, gyro-EIS","32 MP, f/2.4, 24mm (wide), 1/2.74"", 0.8µm","Panorama, HDR","1080p@30fps, gyro-EIS",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE, aptX HD","GPS, GLONASS, BDS, GALILEO, QZSS",Yes (market/region dependent),No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 4500 mAh, non-removable","33W wired
5W reverse wired",,"Cosmic Black, Sunset Orange",CPH2363,,,$ 447.51 / € 131.38,"
AnTuTu: 289250 (v9)
GeekBench: 1653 (v5.1)
GFXBench: 7.2fps (ES 3.1 onscreen)",Endurance rating 127h,3.5
86,Oppo K10,True,True,True,False,"2022, March 23","Available. Released 2022, March 29",164.4 x 75.7 x 8.4 mm (6.47 x 2.98 x 0.33 in),189 g (6.67 oz),"Glass front, plastic frame, plastic back","Dual SIM (Nano-SIM, dual stand-by)","IP5X (dust), IPX4 (water) resistance","IPS LCD, 90Hz, 480 nits (typ), 600 nits (HBM)","6.59 inches, 104.5 cm2 (~84.0% screen-to-body ratio)","1080 x 2412 pixels, 20:9 ratio (~401 ppi density)",,,"Android 11, ColorOS 11.1",Qualcomm SM6225 Snapdragon 680 4G (6 nm),Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver),Adreno 610,microSDXC (dedicated slot),"128GB 6GB RAM, 128GB 8GB RAM","50 MP, f/1.8, 27mm (wide), PDAF
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"16 MP, f/2.0, 26mm (wide)",,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE, aptX HD","GPS, GLONASS, BDS, GALILEO, QZSS",No,No,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, proximity, compass","Li-Po 5000 mAh, non-removable","33W wired, PD, 50% in 26 min (advertised)
Reverse wired",,"Black Carbon, Blue Flame",CPH2373,,,"₹ 11,999",,,
87,Oppo A96,True,True,True,False,"2022, March 16","Available. Released 2022, March 16",164.4 x 75.7 x 8.4 mm (6.47 x 2.98 x 0.33 in),191 g (6.74 oz),"Glass front, plastic frame, plastic back","Dual SIM (Nano-SIM, dual stand-by)","IP5X (dust), IPX4 (water) resistance","IPS LCD, 90Hz, 480 nits (typ), 600 nits (HBM)","6.59 inches, 104.5 cm2 (~84.0% screen-to-body ratio)","1080 x 2412 pixels, 20:9 ratio (~401 ppi density)",,,"Android 11, ColorOS 11.1",Qualcomm SM6225 Snapdragon 680 4G (6 nm),Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver),Adreno 610,microSDXC (dedicated slot),"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM","50 MP, f/1.8, 27mm (wide), PDAF
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"16 MP, f/2.0, 26mm (wide)",,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE, aptX HD","GPS, GLONASS, BDS, GALILEO, QZSS",Yes (market/region dependent),No,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, proximity, compass","Li-Po 5000 mAh, non-removable","33W wired, PD, 50% in 26 min (advertised)
Reverse wired",,"Starry Black, Sunset Blue",CPH2333,,,$ 264.99 / £ 195.35 / € 98.57,,,
88,Oppo A16e,True,True,True,False,"2022, March 21","Available. Released 2022, March 24",164 x 75.4 x 7.9 mm (6.46 x 2.97 x 0.31 in),175 g (6.17 oz),"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD, 480 nits (typ)","6.52 inches, 102.6 cm2 (~83.0% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~269 ppi density)",Corning Gorilla Glass 3,,"Android 11, ColorOS 11.1",Mediatek MT6762D Helio P22 (12 nm),Octa-core 2.0 GHz Cortex-A53,PowerVR GE8320,microSDXC,"32GB 3GB RAM, 64GB 4GB RAM","13 MP, f/2.2, 26mm (wide), 1/3.1"", 1.12µm, PDAF","LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.4, 27mm (wide)",HDR,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE, aptX","GPS, GLONASS, GALILEO, BDS",No,Unspecified,"microUSB 2.0, OTG","Accelerometer, proximity, compass","Li-Po 4230 mAh, non-removable",10W wired,,"Black, Blue, White",CPH2421,,,About 120 EUR,,,
89,Oppo Reno7 Z 5G,True,True,True,True,"2022, March 02","Available. Released 2022, March 21",159.9 x 73.2 x 7.5 mm (6.30 x 2.88 x 0.30 in),173 g (6.10 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPX4, dust and water resistant
RGB ring lights around the cameras (notifications, charging progress)","AMOLED, 430 nits (typ), 600 nits (HBM)","6.43 inches, 99.8 cm2 (~85.3% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~409 ppi density)",,,"Android 12, ColorOS 12",Qualcomm SM6375 Snapdragon 695 5G (6 nm),Octa-core (2x2.2 GHz Kryo 660 Gold & 6x1.7 GHz Kryo 660 Silver),Adreno 619,microSDXC,128GB 8GB RAM,"64 MP, f/1.7, 26mm (wide), PDAF
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"16 MP, f/2.4, 27mm (wide), 1.0µm","HDR, panorama",1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.2, A2DP, LE, aptX HD","GPS, GLONASS, BDS, GALILEO, QZSS",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, proximity, gyro, compass","Li-Po 4500 mAh, non-removable","33W wired, PD, 31% in 15 min, 100% in 63 min (advertised)
Reverse wired",,"Black, Rainbow",CPH2343,,,About 350 EUR,,,3.6
