,Name,2G,3G,4G,5G,Announced,Released,Dimension,Weight,Build,Sim,Body(Other),Display Type,Display Size,Resolution,Display Protection,Display(Other),OS,Chipset,CPU,GPU,Memory(External),Memory(Internal),Main Camera,Main Camera(Features),Main Camera(Video),Front Camera,Front Camera(Features),Front Camera(Video),Headphone Jack,WiFi,Bluetooth,GPS,NFC,Radio,USB,Sensors,Battery Type,Charging,Battery Talktime,Colors,Models,SAR,SAR EU,Price,Benchmark Results,Battery Test,Popularity,Rating
141,vivo iQOO 10 Pro,TRUE,TRUE,TRUE,TRUE,"2022, July 19","Available. Released 2022, July 25",164.9 x 75.5 x 9.5 mm (6.49 x 2.97 x 0.37 in),215.4 g or 216.2 g (7.58 oz),,"Dual SIM (Nano-SIM, dual stand-by)",,"LTPO3 AMOLED, 1B colors, 120Hz, HDR10+, 500 nits (typ), 1000 nits (HBM), 1500 nits (peak)","6.78 inches, 111.0 cm2 (~89.1% screen-to-body ratio)","1440 x 3200 pixels, 20:9 ratio (~518 ppi density)",,,"Android 12, Funtouch 12 (International), OriginOS Ocean (China)",Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm),Octa-core (1x3.19 GHz Cortex-X2 & 3x2.75 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),Adreno 730,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM","50 MP, f/1.9, (wide), 1/1.57"", 1.0µm, PDAF, gimbal OIS
14.6 MP, f/2.2, 69mm (telephoto), PDAF, OIS, 3x optical zoom
50 MP, f/2.3, 15mm, 150˚ (ultrawide), 1/2.76"", 0.64µm, AF","Dual-LED lash, HDR, panorama","8K@30fps, 4K@24/30/60fps, 1080p@30/60fps, gyro-EIS","16 MP, f/2.5, (wide), 1/3.1"", 1.0µm",HDR,"1080p@30fps, gyro-EIS",No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.3, A2DP, LE, aptX HD, aptX Adaptive, aptX Lossless","GPS, GLONASS, GALILEO, BDS, QZSS",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass","4700 mAh, non-removable","200W wired, PD3.0, 100% in 10 min (advertised)
50W wireless
10W reverse wireless",,"Black, White (BMW M branding)",V2218A,,,About 870 EUR,,,"544,778 hits",
142,vivo iQOO 10,TRUE,TRUE,TRUE,TRUE,"2022, July 19","Available. Released 2022, July 25",164.5 x 77.1 x 8.4 mm (6.48 x 3.04 x 0.33 in),206 g (7.27 oz),,"Dual SIM (Nano-SIM, dual stand-by)",,"AMOLED, 120Hz, HDR, 1500 nits (peak)","6.78 inches, 111.0 cm2 (~87.5% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~388 ppi density)",,,"Android 12, OriginOS Ocean",Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm),Octa-core (1x3.19 GHz Cortex-X2 & 3x2.75 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),Adreno 730,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 256GB 16GB RAM, 512GB 12GB RAM","50 MP, f/1.9, (wide), 1/1.57"", 1.0µm, PDAF, OIS
12 MP, f/2.0, 47mm (telephoto), 1/2.9"", PDAF, 2x optical zoom
13 MP, f/2.2, 16mm, 120˚ (ultrawide)","Dual-LED dual-tone flash, HDR, panorama","4K@30fps, 1080p@30fps, gyro-EIS","16 MP, f/2.5, (wide)",HDR,"1080p@30fps, gyro-EIS",No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.3, A2DP, LE, aptX HD, aptX Adaptive, aptX Lossless","GPS, GLONASS, GALILEO, BDS, QZSS",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","4700 mAh, non-removable","120W wired, PD3.0, 50% in 7 min, 100% in 19 min (advertised)",,"White (BMW M branding), Orange, Black",V2217A,,,About 580 EUR,,,"238,845 hits",
143,vivo Y77 (China),TRUE,TRUE,TRUE,TRUE,"2022, July 08","Available. Released 2022, July 11",164.2 x 75.8 x 8.6 mm (6.46 x 2.98 x 0.34 in),194 g (6.84 oz),"Glass front, plastic frame, plastic back","Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD, 120Hz","6.64 inches, 106.8 cm2 (~85.8% screen-to-body ratio)",1080 x 2388 pixels (~395 ppi density),,,"Android 12, OriginOS Ocean",Mediatek Dimensity 930 (6 nm),Octa-core (2x2.2 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),IMG BXM-8-256,No,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","50 MP, f/1.8, (wide), PDAF
2 MP, f/2.4, (macro)","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.3, A2DP, LE, aptX HD","GPS, GLONASS, GALILEO, BDS, QZSS",No,No,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","4500 mAh, non-removable",80W wired,,"Black, Silver, Blue",V2219A,,,About 300 EUR,,,"80,084 hits",
144,vivo Y77,TRUE,TRUE,TRUE,TRUE,"2022, July 04","Available. Released 2022, July 07",164 x 75.8 x 8.3 mm (6.46 x 2.98 x 0.33 in),194 g (6.84 oz),"Glass front, plastic frame, plastic back","Dual SIM (Nano-SIM, dual stand-by)",,IPS LCD,"6.58 inches, 104.3 cm2 (~83.9% screen-to-body ratio)","1080 x 2408 pixels, 20:9 ratio (~401 ppi density)",,,"Android 12, Funtouch 12",Mediatek Dimensity 810 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (uses shared SIM slot),"128GB 8GB RAM, 256GB 8GB RAM","50 MP, f/1.8, 26mm (wide), PDAF
2 MP, f/2.4, (macro)","LED flash, HDR, panorama",1080p@30fps,"16 MP, f/2.0, (wide)",,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE, aptX HD","GPS, GLONASS, GALILEO, BDS, QZSS",No,FM radio,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, proximity, compass","5000 mAh, non-removable",18W wired,,"Glowing galaxy, Starlight black",V2169,,,About 190 EUR,,,"344,248 hits",
145,vivo iQOO U5e,TRUE,TRUE,TRUE,TRUE,"2022, June 23",Cancelled,164 x 75.8 x 8.3 mm (6.46 x 2.98 x 0.33 in),193 g (6.81 oz),"Glass front, plastic frame, plastic back","Dual SIM (Nano-SIM, dual stand-by)",,IPS LCD,"6.51 inches, 102.3 cm2 (~82.3% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",,,"Android 12, OriginOS Ocean",Mediatek Dimensity 700 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC,"128GB 4GB RAM, 128GB 6GB RAM","13 MP, f/2.2, 26mm (wide), PDAF
2 MP, f/2.4, (macro)","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE, aptX HD","GPS, GLONASS, GALILEO, BDS, QZSS",No,Unspecified,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, proximity, compass","5000 mAh, non-removable",18W wired,,"Blue, Silver",V2197A,,,About 200 EUR,,,"65,274 hits",
146,vivo iQOO Neo 6,TRUE,TRUE,TRUE,TRUE,"2022, May 31","Available. Released 2022, May 31",163 x 76.2 x 8.5 mm (6.42 x 3.00 x 0.33 in),190 g (6.70 oz),"Glass front, plastic frame, plastic back","Dual SIM (Nano-SIM, dual stand-by)",,"AMOLED, 120Hz, HDR10+, 500 nits (typ), 800 nits (HBM), 1300 nits (peak)","6.62 inches, 105.8 cm2 (~85.2% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~398 ppi density)",,,"Android 12, Funtouch 12",Qualcomm SM8250-AC Snapdragon 870 5G (7 nm),Octa-core (1x3.2 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.80 GHz Kryo 585),Adreno 650,No,"128GB 8GB RAM, 256GB 12GB RAM","64 MP, f/1.9, (wide), 1/1.72"", 0.8µm, PDAF, OIS
8 MP, f/2.2, 116˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)","LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60fps","16 MP, f/2.0, (wide), 1/3.1"", 1.0µm",HDR,1080p@30fps,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.2, A2DP, LE, aptX HD, aptX Adaptive, aptX Lossless","GPS, GLONASS, GALILEO, BDS, QZSS",No,No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","4700 mAh, non-removable","80W wired, 50% in 12 min, 100% in 32 min (advertised)",,"Dark Nova, Cyber Rage",I2126,,,"₹ 22,899","
AnTuTu: 627246 (v8), 730223 (v9)
GeekBench: 3076 (v5.1)
GFXBench: 50fps (ES 3.1 onscreen)",Endurance rating 97h,"1,015,146 hits",4
147,vivo Y33e,TRUE,TRUE,TRUE,TRUE,"2022, May 30",Cancelled,164 x 75.9 x 8.5 mm (6.46 x 2.99 x 0.33 in),198 g (6.98 oz),"Glass front, plastic frame, plastic back","Dual SIM (Nano-SIM, dual stand-by)",,IPS LCD,"6.51 inches, 102.3 cm2 (~82.2% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",,,"Android 12, OriginOS Ocean",Mediatek Dimensity 700 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC,128GB 4GB RAM,"13 MP, f/2.2, 26mm (wide), PDAF
2 MP, f/2.4, (macro)","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE, aptX HD","GPS, GLONASS, GALILEO, BDS, QZSS",No,Unspecified,"USB Type-C, OTG","Fingerprint (side-mounted), accelerometer, proximity, compass","5000 mAh, non-removable",10W wired,,"Black, Blue",V2166A,,,About 180 EUR,,,"98,317 hits",
148,vivo T2x,TRUE,TRUE,TRUE,TRUE,"2022, May 30","Available. Released 2022, May 31",163.9 x 75.3 x 9.2 mm (6.45 x 2.96 x 0.36 in),202.8 g (7.16 oz),"Glass front, plastic frame, plastic back","Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD, 144Hz, 650 nits (HBM)","6.58 inches, 104.3 cm2 (~84.5% screen-to-body ratio)","1080 x 2408 pixels, 20:9 ratio (~401 ppi density)",,,"Android 12, OriginOS 2.0",Mediatek Dimensity 1300 (6 nm),Octa-core (1x3.0 GHz Cortex-A78 & 3x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G77 MC9,No,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM","50 MP, f/1.8, 26mm (wide), PDAF
2 MP, f/2.4, (macro)","Dual-LED dual-tone flash, HDR, panorama","4K@30fps, 1080p@30/60fps, gyro-EIS","16 MP, f/2.0, (wide)",,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.2, A2DP, LE, aptX HD","GPS, GLONASS, GALILEO, BDS, QZSS",Yes,No,"USB Type-C, OTG","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","6000 mAh, non-removable",44W wired,,"Black, Blue",,,,About 220 EUR,,,"662,888 hits",
149,vivo Y72t,TRUE,TRUE,TRUE,TRUE,"2022, May 23","Available. Released 2022, May 23",163.9 x 75.3 x 9.2 mm (6.45 x 2.96 x 0.36 in),199.8 g (7.05 oz),"Glass front, plastic frame, plastic back","Dual SIM (Nano-SIM, dual stand-by)",,IPS LCD,"6.58 inches, 104.3 cm2 (~84.5% screen-to-body ratio)","1080 x 2408 pixels, 20:9 ratio (~401 ppi density)",,,"Android 11, OriginOS 11",Mediatek Dimensity 700 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,No,"128GB 8GB RAM, 256GB 8GB RAM","50 MP, f/1.8, 26mm (wide), PDAF
2 MP, f/2.4, (macro)","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/1.8, (wide)",,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE, aptX HD","GPS, GLONASS, GALILEO, BDS, QZSS",No,,"USB Type-C, OTG","Fingerprint (side-mounted), accelerometer, proximity, compass","6000 mAh, non-removable",18W wired,,"Black, Blue, Pink",V2164A,,,About 200 EUR,,,"78,608 hits",
150,vivo T2 (China),TRUE,TRUE,TRUE,TRUE,"2022, May 23",Cancelled,163 x 76.2 x 8.5 mm (6.42 x 3.00 x 0.33 in),190 g (6.70 oz),,"Dual SIM (Nano-SIM, dual stand-by)",,"AMOLED, 120Hz, HDR10+, 1300 nits (peak)","6.62 inches, 105.8 cm2 (~85.2% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~398 ppi density)",,,"Android 12, OriginOS Ocean",Qualcomm SM8250-AC Snapdragon 870 5G (7 nm),Octa-core (1x3.2 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.80 GHz Kryo 585),Adreno 650,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","64 MP, f/1.9, (wide), PDAF, OIS
8 MP, f/2.2, 116˚ (ultrawide)
2 MP, f/2.4, (macro)","LED flash, HDR, panorama","4K@30fps, 1080p@30fps","16 MP, f/2.0, (wide)",HDR,1080p@30fps,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.2, A2DP, LE, aptX HD, aptX Adaptive","GPS, GLONASS, GALILEO, BDS, QZSS",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","4700 mAh, non-removable",80W wired,,"Black, Mint",V2199GA,,,,,,"360,725 hits",
151,vivo Y75,TRUE,TRUE,TRUE,FALSE,"2022, May 21","Available. Released 2022, May 21",160.9 x 74.3 x 7.4 mm (6.33 x 2.93 x 0.29 in),172 g (6.07 oz),"Glass front, glass back","Hybrid Dual SIM (Nano-SIM, dual stand-by)",,AMOLED,"6.44 inches, 100.1 cm2 (~83.8% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~409 ppi density)",,,"Android 12, Funtouch 12",Mediatek MT6781 Helio G96 (12 nm),Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (uses shared SIM slot),128GB 8GB RAM,"50 MP, f/1.8, 26mm (wide), PDAF
8 MP, f/2.2, 120˚, 16mm (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)","Dual-LED dual-tone flash, HDR, panorama","1080p@30fps, gyro-EIS","44 MP, f/2.0, (wide), AF",HDR,"1080p@30fps, gyro-EIS",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.2, A2DP, LE","GPS, GLONASS, GALILEO, BDS",No,FM radio,"USB Type-C, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","4050 mAh, non-removable","44W wired, 1-65% in 30 min (advertised)",,"Moonlight Shadow, Dancing Waves",,1.03 W/kg (head)     0.66 W/kg (body)     ,,"₹ 13,390",,,"503,271 hits",
